star RV K err_K V err_V H_alpha H_alpha_err s s_err rhk_prime rhk_prime_err log_s log_s_err log_rhk_prime log_rhk_prime_err SiIII SiIII_err LyA LyA_err SiII SiII_err CII CII_err MgII MgII_err SiIV SiIV_err HeII HeII_err CIV CIV_err NV NV_err EUV dist radius teff newt_Ha newt_Ha_err ad_logRHK ad_logRHK_err ad_S ad_S_err num_spectra_ha num_spectra_s num_spectra_logrhk SiIII_lum SiIII_surface_flux SiIII_lum_err SiIII_surface_flux_err LyA_lum LyA_surface_flux LyA_lum_err LyA_surface_flux_err SiII_lum SiII_surface_flux SiII_lum_err SiII_surface_flux_err CII_lum CII_surface_flux CII_lum_err CII_surface_flux_err MgII_lum MgII_surface_flux MgII_lum_err MgII_surface_flux_err SiIV_lum SiIV_surface_flux SiIV_lum_err SiIV_surface_flux_err HeII_lum HeII_surface_flux HeII_lum_err HeII_surface_flux_err CIV_lum CIV_surface_flux CIV_lum_err CIV_surface_flux_err NV_lum NV_surface_flux NV_lum_err NV_surface_flux_err EUV_lum EUV_surface_flux EUV_lum_err EUV_surface_flux_err
2MASSJ23285763-6802338 8.0 8.380999565124512 0.023000000044703484 13.039999961853027 0.009999999776482582 -6.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 6.2e-15 3e-16 nan nan 2.22e-16 3.54e-16 1.5e-14 4.96e-16 nan nan 9.63e-15 3.45e-16 3.59e-14 1.58e-15 2.27e-14 6.21e-16 6.21e-15 3.49e-16 nan 46.05 0.92 3250.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 1.486973853293102e+27 28860.199845846375 7.195034773998881e+25 1.0047587490746215e+29 nan nan nan nan 5.3243257327591725e+25 1033.3813493190155 8.490141033318678e+25 1.399026082211503e+29 3.5975173869994403e+27 69823.06414317671 1.1895790826344814e+26 2.7465192045815784e+29 nan nan nan nan 2.3096061624536413e+27 44826.40717991946 8.274289990098713e+25 1.328793445651187e+29 8.610058279551994e+27 167109.86684933625 3.789384980972744e+26 2.786977490210984e+30 5.444242978992487e+27 105665.57040334075 1.4893721982177684e+26 4.3052907639098466e+29 1.4893721982177686e+27 28906.748555275164 8.370223787085364e+25 1.3597846710670888e+29 nan nan 0.0 0.0
2MASSJ00393579-3816584 3.3 7.861000061035156 0.019999999552965164 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.14e-15 3.13e-16 nan nan 1.64e-15 3.93e-16 2.24e-14 7.47e-16 nan nan 9.24e-15 3.49e-16 4.25e-14 2.08e-15 2.94e-14 8.44e-16 8.87e-15 4.65e-16 nan 40.24 0.92 3250.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 1.3075747614815834e+27 25378.300261413522 5.732085438987893e+25 6.377071880748539e+28 nan nan nan nan 3.0033930095655416e+26 5829.189415786859 7.197155199751571e+25 1.0053510548333973e+29 4.1021953301383005e+27 79618.19689855221 1.368008889113085e+26 3.632234179285908e+29 nan nan nan nan 1.692155573682049e+27 32842.506220652795 6.391366831331548e+25 7.928362361022904e+28 7.783183104057045e+27 151061.31107984242 3.809181377985565e+26 2.8161728490512787e+30 5.38413137080652e+27 104498.8834293498 1.5456485976056812e+26 4.636791102537427e+29 1.6243960972467286e+27 31527.384218310628 8.515717984438883e+25 1.4074680433758154e+29 nan nan 0.0 0.0
GJ173 -6.636 6.091000080108643 0.020999999716877937 10.331000328063965 0.0 0.258327594633 0.0078010213682 0.496395270117 0.00315114012966 3.52663056298e-06 2.28151408255e-07 -0.304172365311 0.0027550520696 -5.45264003306 0.0280771431581 3.32e-16 3.39e-17 nan nan nan nan 7.07e-16 7.25e-17 nan nan 3.93e-16 6.39e-14 1.75e-15 9.1e-17 2.14e-15 7.82e-17 6.9e-16 4.4e-17 nan 11.21 nan 3670.0 0.0 0.0 -5.25600004196167 0.09300000220537186 0.7850000262260437 0.08799999952316284 16 16 16 4.7184752607174395e+24 nan 4.817961184889192e+23 nan nan nan nan nan nan nan nan nan 1.0048078341347076e+25 nan 1.0303899289217297e+24 nan nan nan nan nan 5.585424028499861e+24 nan 9.081643649392902e+26 nan 2.487148104293831e+25 nan 1.293317014232792e+24 nan 3.0414268246793132e+25 nan 1.1113998957473004e+24 nan 9.806469668358534e+24 nan 6.253400947938775e+23 nan nan nan 0.0 0.0
GJ3290 0.0 8.826000213623047 0.024000000208616257 13.064000129699707 0.009999999776482582 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.63e-16 6.7e-17 nan nan 3.34e-16 1.35e-16 2.98e-15 1.17e-16 nan nan nan nan 9.79e-16 6.58e-17 2.84e-15 1.02e-16 2.3e-15 1.23e-16 nan 45.99 0.53 3630.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 1.825171718143088e+26 10673.912740637681 1.6027064890640486e+25 1.502200520680564e+28 nan nan nan nan 7.989611452946152e+25 4672.459836661842 3.2293339705021873e+25 6.098820336244881e+28 7.128455727478902e+26 41688.4141115338 2.7987561077685624e+25 4.580891719223934e+28 nan nan nan nan nan nan nan nan 2.341865153423438e+26 13695.623293688453 1.5740012982151402e+25 1.44887223487623e+28 6.793561834241638e+26 39729.898012334226 2.4399412221572082e+25 3.4815981771353503e+28 5.501828246040763e+26 32175.621629707297 2.942282062013104e+25 5.062773819865505e+28 nan nan 0.0 0.0
LP415-1619 55.103 8.9399995803833 0.019999999552965164 13.338000297546387 0.009999999776482582 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.66e-16 3.56e-17 nan nan nan nan 2.97e-15 7.16e-17 nan nan nan nan 1.34e-15 7.37e-17 4.07e-15 1.11e-16 nan nan nan 42.11 0.58 3420.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 1.5362136720241803e+26 7501.831334319388 7.139583123245538e+24 2.489209089570116e+27 nan nan nan nan nan nan nan nan 5.956337605629003e+26 29086.73506909737 1.4359386281583721e+25 1.0069025178502218e+28 nan nan nan nan nan nan nan nan 2.6873711756036577e+26 13123.30807831329 1.4780541465820115e+25 1.0668327957113292e+28 8.16238857067678e+26 39859.59990950379 2.2261059738209404e+25 2.4199552765270643e+28 nan nan nan nan nan nan 0.0 0.0
LP5-282 0.0 9.25100040435791 0.017000000923871994 13.6899995803833 0.03999999910593033 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.41e-15 4.66e-17 nan nan nan nan 2.95e-15 9.1e-17 5.18e-14 4.25e-15 1.29e-15 6.31e-17 3.47e-15 1.07e-16 5.6e-15 1.43e-16 1.86e-15 4.27e-17 nan 53.29 nan nan 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 4.528589201051981e+26 nan 1.496682672120726e+25 nan nan nan nan nan nan nan nan nan 9.474707902910174e+26 nan 2.9227065056434774e+25 nan 1.6636944724432104e+28 nan 1.3650002910972284e+27 nan 4.143177354153941e+26 nan 2.0266239616055325e+25 nan 1.1144825906135019e+27 nan 3.436588968174199e+25 nan 1.7985886188575246e+27 nan 4.592824508868322e+25 nan 5.9738836269196345e+26 nan 1.3714238218788627e+25 nan nan nan 0.0 0.0
2MASSJ02001277-0840516 4.5 7.868000030517578 0.019999999552965164 12.4399995803833 0.07000000029802322 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 6.36e-15 1.97e-16 nan nan nan nan 9.56e-15 3.68e-16 nan nan 7.57e-15 3.1e-16 2.19e-14 8.08e-16 3.64e-14 1.02e-15 5.04e-15 1.47e-16 nan 36.93 nan nan 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 9.809979603451642e+26 nan 3.0386257576729142e+25 nan nan nan nan nan nan nan nan nan 1.4745818397641149e+27 nan 5.676214613317932e+25 nan nan nan nan nan 1.1676343647504549e+27 nan 4.781593831871083e+25 nan 3.377964674773443e+27 nan 1.2462992955328502e+26 nan 5.614516628390563e+27 nan 1.573298615647905e+26 nan 7.77394610084847e+26 nan 2.2674009460808043e+25 nan nan nan 0.0 0.0
2MASSJ04223953+1816097 0.0 8.72599983215332 0.017999999225139618 13.039999961853027 0.019999999552965164 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 41.71 0.54 3820.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
2MASSJ04184702+1321585 0.0 8.300000190734863 0.017999999225139618 11.980999946594238 0.009999999776482582 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 46.14 0.62 3710.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
TYC1265-1118-1 0.0 8.362000465393066 0.017000000923871994 12.239999771118164 0.0 0.0 0.0 0.938689574915 0.000891168786 1.32392040664e-05 1.58500639212e-06 -0.027478005381 0.000412028921445 -4.87813812365 0.0519587711411 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 47.86 nan nan 0.0 0.0 0.0 0.0 0.0 0.0 0 1 1 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
2MASSJ02125819-5851182 9.1 8.4399995803833 0.023000000044703484 13.699999809265137 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.76e-15 2.03e-16 nan nan 1.08e-15 2.46e-16 1.35e-14 3.88e-16 nan nan 8.55e-15 4.23e-16 3.57e-14 3.55e-15 1.3e-14 2.16e-15 6.27e-15 2.89e-16 nan 48.06 0.92 3250.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 1.2434457981850626e+27 24133.64172720611 5.302930609906885e+25 5.457929111570725e+28 nan nan nan nan 2.8212635757140073e+26 5475.700223819874 6.42621147801524e+25 8.0150461820431e+28 3.5265794696425094e+27 68446.25279774843 1.0135650623861435e+26 1.993881142886999e+29 nan nan nan nan 2.2335003307735894e+27 43349.293438574 1.1049949004879863e+26 2.3698264893694057e+29 9.32584348638797e+27 181002.31295404583 9.27359786461549e+26 1.6691390625487168e+31 3.395965415211306e+27 65911.20639783182 5.6425271514280154e+26 6.179357437196821e+30 1.6379002425672988e+27 31789.48185495427 7.549492346123595e+25 1.1061945141291918e+29 nan nan 0.0 0.0
GJ3997 0.0 6.449999809265137 0.017000000923871994 10.369999885559082 0.03999999910593033 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.01e-16 1.28e-16 nan nan 1.74e-16 2.45e-16 9.2e-16 2.22e-16 nan nan 8.9e-16 2.74e-16 1.33e-15 1.29e-15 nan nan 6.67e-16 2.3e-16 nan 13.68 0.48 3750.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 4.254226667713715e+24 303.32611846016647 2.709159270981869e+24 5.233090648882338e+26 nan nan nan nan 3.682763383990977e+24 262.5808189655172 5.185500167113733e+24 1.9172135388132462e+27 1.9472082260182182e+25 1388.358353151011 4.6986981106091784e+24 1.5741433077363105e+27 nan nan nan nan 1.8837123056045807e+25 1343.0857981569561 5.799294064445562e+24 2.397946249728335e+27 2.8149858050045976e+25 2007.0832714030914 2.7303245777864144e+25 5.315177092776549e+28 nan nan nan nan 1.411725963863208e+25 1006.5598060344827 4.868020565045544e+24 1.6896392536979708e+27 nan nan 0.0 0.0
2MASSJ22463471-7353504 9.1 8.8100004196167 0.023000000044703484 13.420000076293945 0.029999999329447746 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.79e-15 1.82e-16 nan nan 6.74e-16 1.82e-16 1.04e-14 3.17e-16 nan nan 5.03e-15 2.5e-16 1.62e-14 1.59e-15 1.61e-14 6.57e-16 4.77e-15 2.38e-16 nan 50.22 0.92 3250.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 1.0810480560987458e+27 20981.71590097473 5.191312564906905e+25 5.2305861374635245e+28 nan nan nan nan 1.92249707074025e+26 3731.3130652393065 5.191312564906905e+25 5.2305861374635245e+28 2.966464322803946e+27 57575.15708974596 9.04201144546972e+25 1.5868143049377254e+29 nan nan nan nan 1.4347418792022932e+27 27846.44616936752 7.1309238528941015e+25 9.86932839003352e+28 4.6208386566753783e+27 89684.37931287353 4.535267570440648e+26 3.9921038564549983e+30 4.592314961263801e+27 89130.77203316441 1.8740067885405697e+26 6.816137168367325e+29 1.3605802711321947e+27 26407.06724212387 6.788639507955185e+25 8.94461179720094e+28 nan nan 0.0 0.0
GJ4334 -40.0 8.979999542236328 0.019999999552965164 14.59000015258789 0.0 -4.7 0.057 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 25.33 0.269 3260.0 -4.703999996185303 0.05700000002980232 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
GJ49 -6.56 5.370999813079834 0.019999999552965164 9.5600004196167 0.019999999552965164 0.0 0.0 1.04850290697 4.99868405343e-05 9.31244129015e-06 3.44770034048e-07 0.0205696388834 2.0690728321e-05 -5.03093645222 0.0160677732202 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 9.86 0.657 3455.0 nan nan 0.0 0.0 0.0 0.0 0 21 21 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
GJ871.1A 3.2 6.932000160217285 0.028999999165534973 12.111000061035156 0.07800000160932541 -6.62005921667 0.0898270971289 4.7145911043 0.00113820221223 2.62660225694e-05 5.61910951179e-06 0.673444032418 0.000104776798068 -4.5806056869 0.0928459389569 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 20.86 0.77 3180.0 0.0 0.0 0.0 0.0 0.0 0.0 2 2 2 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
LP247-13 27.5 8.40999984741211 0.017999999225139618 13.131999969482422 0.009999999776482582 -4.88 0.042 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 35.04 0.468 nan -4.881999969482422 0.041999999433755875 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
G80-21 18.9 6.933000087738037 0.024000000208616257 11.536999702453613 0.04899999871850014 -3.55462173533 0.0451667282171 3.63076857974 0.00147407415426 3.20846089112e-05 2.97460737555e-06 0.559998568454 0.000176201861644 -4.49370325008 0.040236725483 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 16.8 0.48 3350.0 0.0 0.0 0.0 0.0 0.0 0.0 3 4 4 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
CD-571054 18.07 6.24399995803833 0.024000000208616257 9.97700023651123 0.041999999433755875 -0.992162472574 0.00662220790707 2.12200778946 0.000470915742135 3.77775499625e-05 9.12322392312e-07 0.326746973775 9.6313233675e-05 -4.42276621138 0.0104810375119 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 26.9 0.93 3880.0 0.0 0.0 0.0 0.0 0.0 0.0 15 14 14 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
CD-352722 31.4 7.046000003814697 0.017999999225139618 11.083000183105469 0.07000000029802322 -2.40549595579 0.0286326972777 3.07083 0.000457622546318 4.50815575121e-05 5.10002215948e-06 0.487255774728 6.4675734281e-05 -4.34600108803 0.0490978958884 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 22.4 0.6 3650.0 0.0 0.0 0.0 0.0 0.0 0.0 2 1 1 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
GJ410 -13.853 5.688000202178955 0.020999999716877937 9.571999549865723 0.0 -0.286244149918 0.00683505916565 1.41234178459 0.00192545172651 2.14981532266e-05 6.73783194869e-07 0.149939808047 0.000591674096469 -4.66759884604 0.0136021872898 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 11.94 0.589 3640.0 nan nan 0.0 0.0 0.0 0.0 13 13 13 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
LP55-41 0.0 9.029999732971191 0.0 13.857999801635742 0.05999999865889549 0.146 0.038 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 37.04 0.382 nan 0.1459999978542328 0.03799999877810478 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
G249-11 0.0 9.729999542236328 0.0 0.0 0.0 -0.031 0.042 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 29.14 0.227 nan -0.03099999949336052 0.041999999433755875 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
G111-72 0.0 9.059000015258789 0.01600000075995922 13.154000282287598 0.09000000357627869 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 44.76 0.41 3560.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
GJ213 105.83 6.388999938964844 0.01600000075995922 11.508999824523926 0.0010000000474974513 -0.140238713314 0.00503565984592 0.842830080245 0.0140474277953 1.56048402828e-06 1.65304323971e-07 -0.074259973003 0.00723346710809 -5.80674067203 0.0459742460052 nan nan nan nan 1.62e-16 1.62e-17 2.32e-16 2.32e-17 7.13e-15 2.3e-15 2.13e-16 2.13e-17 2.57e-16 2.57e-17 5.22e-16 1.55e-16 3.58e-16 3.58e-17 nan 5.79 0.25 3250.0 nan nan -5.914999961853027 0.04899999871850014 0.5709999799728394 0.12300000339746475 128 125 125 nan nan nan nan nan nan nan nan 6.142207945345183e+23 161.44186087990488 6.142207945345183e+22 9.916094806078634e+23 8.796248415556064e+23 231.20068965517243 8.796248415556064e+22 2.0336987000547795e+24 2.7033297932290835e+25 7105.434988109393 8.720418687835753e+24 1.9987860663068116e+28 8.07586600221311e+23 212.2661504161712 8.07586600221311e+22 1.7142329875666113e+24 9.744120012059948e+23 256.11455707491075 9.744120012059951e+22 2.495610980973509e+24 1.9791558935001143e+24 520.2015517241379 5.876803898324095e+23 9.077662616828197e+25 1.357352126193565e+24 356.7665814506539 1.357352126193565e+23 4.842578778868548e+24 nan nan 0.0 0.0
GJ4304 0.0 7.239999771118164 0.028999999165534973 11.211999893188477 0.0 0.374552855171 0.0136258574929 0.638864619357 0.0602895615936 7.02492198507e-06 1.18080214317e-06 -0.194591162648 0.0409565171381 -5.15335849443 0.072950010153 nan nan nan nan nan nan 5.4e-16 1.21e-16 nan nan 4.05e-16 7.54e-17 1.12e-15 2.55e-16 1.14e-15 2.03e-16 3.29e-16 7.92e-17 nan 24.8 0.597 3560.0 nan nan 0.0 0.0 0.0 0.0 4 4 4 nan nan nan nan nan nan nan nan nan nan nan nan 3.7562068031705563e+25 1731.3006394552608 8.416685614511803e+24 3.265165547344963e+27 nan nan nan nan 2.8171551023779174e+25 1298.4754795914457 5.24477764739e+24 1.2678770960415062e+27 7.79065114731671e+25 3590.845770722023 1.7737643237194297e+25 1.4501563398409008e+28 7.92976991780451e+25 3654.968016627774 1.4120555204511538e+25 9.190233388466538e+27 2.2885037745242837e+25 1054.8109451495943 5.509103311316816e+24 1.3988940659038255e+27 nan nan 0.0 0.0
GJ821 -58.27 6.908999919891357 0.028999999165534973 10.869000434875488 0.002099999925121665 0.281189619143 0.00286818972492 0.372913031289 0.0080022470369 2.49893766825e-06 2.63444253675e-07 -0.428392440136 0.00931309694921 -5.60224457648 0.0457533645387 5.58e-16 6.56e-16 nan nan 9.52e-17 9.52e-18 1.05e-16 2.89e-17 2.62e-14 2.69e-15 8.16e-17 4.29e-17 6.84e-16 2.53e-16 6.69e-16 1.9e-16 1.95e-16 1.95e-17 nan 11.81 0.37 3670.0 0.0 0.0 -5.61299991607666 0.125 0.382999986410141 0.07800000160932541 106 15 15 8.802101406244906e+24 1056.220460767513 1.0347990183685768e+25 1.2849322361377538e+28 nan nan nan nan 1.501720526656837e+24 180.20105352162588 1.501720526656837e+23 2.706116209986129e+24 1.6563094044009234e+24 198.7511619723815 4.5587944559225405e+23 2.4938379613711448e+25 4.132886323362304e+26 49593.147082632335 4.243306950322365e+25 2.160613602839734e+29 1.2871890228487174e+24 154.45804587567932 6.767206995123771e+23 5.495245893232923e+25 1.0789672691526015e+25 1294.721855134371 3.990916945842225e+24 1.9112327925839688e+27 1.0553057062325883e+25 1266.3288319954593 2.997131303201671e+24 1.0779031669340448e+27 3.0760031796017146e+24 369.1093008058513 3.0760031796017145e+23 1.1353813828993643e+25 nan nan 0.0 0.0
GJ191 245.19 5.048999786376953 0.020999999716877937 8.852999687194824 0.0 0.188914080117 0.00148983520688 0.447404222226 0.000286448520833 4.39050971717e-06 6.81680223714e-08 -0.349299921712 0.000277866528444 -5.35748505732 0.00673837973607 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 3.93 0.291 3570.0 0.0 0.0 -5.938000202178955 0.1080000028014183 0.28600001335144043 0.05999999865889549 143 142 142 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
LHS26 29.0 5.7170000076293945 0.020999999716877937 10.97700023651123 0.03999999910593033 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.54 0.301 3270.0 nan nan 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
LHS353 25.762 8.74899959564209 0.024000000208616257 14.180000305175781 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 16.09 0.204 3200.0 nan nan 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
GJ754.1B 38.513 7.414000034332275 0.019999999552965164 11.675999641418457 0.009999999776482582 0.993851599558 0.0202918242897 0.725442 0.952557604302 6.4683015651e-06 1.23866278658e-05 -0.139397304228 0.569873263841 -5.18920974062 0.831098618339 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 10.51 0.29 3400.0 0.0 0.0 -5.044000148773193 0.0 0.3720000088214874 0.6740000247955322 2 1 1 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
GJ388 12.5 4.5929999351501465 0.017000000923871994 9.520000457763672 0.0 -2.67682187286 0.00802634240604 2.98785087016 0.000793491610743 1.9441161881e-05 7.26772637742e-07 0.475358917145 0.000115258550051 -4.71127778347 0.0162243042217 1.41e-13 8.88e-16 8.07e-12 2e-13 1.41e-13 5.89e-16 1.64e-14 2.58e-16 1.66e-13 4.83e-16 1.74e-13 5.39e-16 5.66e-13 1.21e-15 3.02e-13 9.45e-16 2.79e-12 nan nan 4.97 0.44 3410.0 -3.311000108718872 0.017000000923871994 -4.190999984741211 0.8339999914169312 8.6899995803833 1.0889999866485596 58 46 46 3.9389844249953685e+26 33423.39545141312 2.4807221059545297e+24 5.2218276940222664e+26 2.2544400219654342e+28 1912956.037538325 5.58721195034804e+26 2.648845311877215e+31 3.9389844249953685e+26 33423.39545141312 1.6454339193774976e+24 2.2973501611043884e+26 4.581513799285393e+25 3887.543868107625 7.207503415948972e+23 4.407943483494873e+25 4.637385918788873e+26 39349.52939669912 1.3493116860090515e+24 1.544866184906309e+26 4.860874396802795e+26 41245.89225919065 1.5057536206187965e+24 1.9238629721297004e+26 1.5811809819484955e+27 134167.67252127535 3.380263229960564e+24 9.695436052798575e+26 8.436690045025539e+26 71587.69805905502 2.639957646539449e+24 5.913712711597874e+26 7.794160670735517e+27 661356.5482939191 nan nan nan nan 0.0 0.0
GJ803 -4.5 4.5289998054504395 0.0 8.626999855041504 0.052000001072883606 -2.71573106898 0.00439229484624 3.09731665038 0.00025394706122 4.24973243632e-05 7.78012669542e-07 0.490985607192 3.55833894335e-05 -4.37163841232 0.00794538253034 1.41e-13 3.45e-16 1.07e-11 4e-13 7.42e-14 1.82e-16 1.09e-14 8.97e-17 1.44e-13 1.81e-16 9.53e-14 1.63e-16 3.55e-13 3.85e-16 2.75e-13 3.5e-16 4.2e-12 nan nan 9.72 0.83 3650.0 0.0 0.0 -3.994999885559082 0.3889999985694885 8.63700008392334 0.3230000138282776 44 43 43 1.5066209980141716e+27 35926.878725307666 3.6864130802474406e+24 3.240585383303261e+26 1.1433223176419598e+29 2726365.974190014 4.274102122026018e+27 4.3561744283009604e+32 7.928459436358265e+26 18906.201428495242 1.9447164655218381e+24 9.018370110190063e+25 1.1646928282520899e+26 2777.326085857117 9.584674008643344e+23 2.190635719113005e+25 1.5386767639293665e+27 36691.28040031421 1.934031210216773e+24 8.919539402847985e+25 1.0183048305726988e+27 24282.49320937461 1.7416966147256025e+24 7.233699899095516e+25 3.7932656332980915e+27 90454.19820910796 4.1138232924500423e+24 4.035587216468187e+26 2.9384452088928875e+27 70070.15354226672 3.7398393567727654e+24 3.335196046667923e+26 4.487807228127319e+28 1070162.3450091644 nan nan nan nan 0.0 0.0
