star RV K err_K V err_V H_alpha H_alpha_err s s_err rhk_prime rhk_prime_err log_s log_s_err log_rhk_prime log_rhk_prime_err SiIII SiIII_err LyA LyA_err SiII SiII_err CII CII_err MgII MgII_err SiIV SiIV_err HeII HeII_err CIV CIV_err NV NV_err EUV dist radius teff newt_Ha newt_Ha_err ad_logRHK ad_logRHK_err ad_S ad_S_err num_spectra_ha num_spectra_s num_spectra_logrhk SiIII_lum SiIII_surface_flux SiIII_lum_err SiIII_surface_flux_err LyA_lum LyA_surface_flux LyA_lum_err LyA_surface_flux_err SiII_lum SiII_surface_flux SiII_lum_err SiII_surface_flux_err CII_lum CII_surface_flux CII_lum_err CII_surface_flux_err MgII_lum MgII_surface_flux MgII_lum_err MgII_surface_flux_err SiIV_lum SiIV_surface_flux SiIV_lum_err SiIV_surface_flux_err HeII_lum HeII_surface_flux HeII_lum_err HeII_surface_flux_err CIV_lum CIV_surface_flux CIV_lum_err CIV_surface_flux_err NV_lum NV_surface_flux NV_lum_err NV_surface_flux_err EUV_lum EUV_surface_flux EUV_lum_err EUV_surface_flux_err
GJ873 0.4 5.298999786376953 0.024000000208616257 10.260000228881836 0.05999999865889549 0.0 0.0 3.02268498488 5.3668552336e-05 1.38837834523e-05 8.72410738458e-07 0.480392888674 7.70578205481e-06 -4.85749216871 0.0272711153838 1.41e-13 1.46e-15 2.75e-12 0.0 3.91e-14 9.03e-16 2.49e-15 4.95e-16 3.76e-14 6.42e-16 1.82e-14 9.76e-16 1.41e-13 1.96e-15 7.41e-14 1.58e-15 0.0 nan nan 5.05 0.36 3330.0 -4.544000148773193 0.03799999877810478 0.0 0.0 0.0 0.0 0 23 23 4.066813367061297e+26 51549.07748023738 4.21102660702801e+24 2.2477221544827014e+27 7.931728198169196e+27 1005389.8090117219 0.0 0.0 1.1277475365396927e+26 14294.815102675751 2.6044911137988304e+24 8.598296463992235e+26 7.18181935034229e+24 910.3347725233409 1.427711075670455e+24 2.58373109824603e+26 1.084483564549679e+26 13746.420661396633 1.8516980011725904e+24 4.34617261249863e+26 5.249361934788341e+25 6653.852554186668 2.8150424441502315e+24 1.0044690275044633e+27 4.066813367061297e+26 51549.07748023738 5.653159006695136e+24 4.050877007253117e+27 2.1372402163066813e+26 27090.685399188576 4.55713838294812e+24 2.63239518974039e+27 0.0 0.0 nan nan nan nan 0.0 0.0
GJ551 -22.4 4.383999824523926 0.032999999821186066 11.130000114440918 0.0 -2.43801892402 0.0109179209389 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.41e-13 7.57e-16 4.21e-12 0.0 4e-14 4.56e-16 2.14e-15 2.08e-16 2.61e-14 2.79e-16 2.72e-14 3.83e-16 1.38e-13 9.13e-16 3.08e-14 5.87e-16 0.0 nan nan 1.3 0.14 3100.0 nan nan -5.002999782562256 0.9150000214576721 11.265000343322754 9.640999794006348 166 0 0 2.6949964083260827e+25 22587.79180518819 1.4468881426261308e+23 1.754629798240645e+25 8.046762325569367e+26 674429.812055619 0.0 0.0 7.645379881776122e+24 6407.884200053388 8.715733065224778e+22 6.366832534861187e+24 4.090278236750225e+23 342.8218047028562 3.975597538523583e+22 1.3247087699495728e+24 4.988610372858919e+24 4181.144440534835 5.332652467538844e+22 2.383428609505471e+24 5.198858319607762e+24 4357.361256036303 7.320451236800636e+22 4.4914988155309934e+24 2.637656059212762e+25 22107.200490184183 1.7450579580154e+23 2.5523210166838383e+25 5.886942508967614e+24 4934.070834041108 1.1219594976506457e+23 1.0550424744655012e+25 0.0 0.0 nan nan nan nan 0.0 0.0
GJ1132 -4.005 8.321999549865723 0.027000000700354576 13.520000457763672 0.0 -0.0422965037278 0.00473734579286 0.753906277788 0.0479251780146 2.60536836984e-06 3.35389442642e-07 -0.122682640297 0.0275890092325 -5.58413086366 0.0558688820328 0.0 0.0 2.64e-14 2.64e-15 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.31e-14 12.62 0.21 3270.0 nan nan 0.0 0.0 0.0 0.0 126 114 114 0.0 0.0 0.0 0.0 4.755268131150742e+26 177136.50739725138 4.755268131150742e+25 8.423315884894971e+29 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.160859614756899e+26 154994.44397259495 0.0 0.0
GJ3470 42.918 7.988999843597412 0.023000000044703484 12.331999778747559 0.019999999552965164 0.226003328643 0.0043248774972 0.729942341693 0.000329153911163 6.04357660259e-06 2.54792724767e-07 -0.136711443542 0.000195704221121 -5.21870596882 0.0182971193749 3.27e-16 1.06e-17 nan nan nan nan 6.46e-16 2.14e-17 nan nan 3.58e-16 1.65e-17 nan nan nan nan 6.6e-16 1.31e-17 nan 29.45 0.547 3600.0 nan nan -4.85699987411499 0.3630000054836273 1.569000005722046 0.34299999475479126 80 76 76 3.2075299804244404e+25 1761.0339495403748 1.0397497795871276e+24 5.935464038326779e+25 nan nan nan nan nan nan nan nan 6.3365882793706075e+25 3478.9844997036153 2.0991174795438232e+24 2.4191928720115084e+26 nan nan nan nan 3.5116077461527512e+25 1927.9821221267712 1.6184784304893965e+24 1.4381720224585843e+26 nan nan nan nan nan nan nan nan 6.4739137219575854e+25 3554.3804486136 1.284973784206733e+24 9.065370092713229e+25 nan nan 0.0 0.0
K2-25 38.64 10.444000244140625 0.01899999938905239 15.5600004196167 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 45.01 0.295 3180.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
GJ1243 -11.38 7.7729997634887695 0.01600000075995922 12.829999923706055 0.0 -4.82 0.043 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 11.98 0.284 3290.0 -4.818999767303467 0.0430000014603138 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
TWA13A 11.3 7.491000175476074 0.03799999877810478 11.460000038146973 0.0 -3.61546159436 0.0278878396788 3.95551134 0.000752879343858 5.89426812203e-05 3.5896667623e-06 0.597202633924 8.26061682418e-05 -4.22957011259 0.0264310232006 7e-15 1.6e-15 nan nan nan nan 1.66e-14 2.5e-15 nan nan 2.64e-15 7.4e-16 nan nan nan nan nan nan nan 59.88 0.91 3790.0 0.0 0.0 0.0 0.0 0.0 0.0 4 3 3 2.838664044126735e+27 56312.24853076129 6.488374958003966e+26 8.351428187334563e+30 nan nan nan nan nan nan nan nan 6.731689018929115e+27 133540.4750872339 1.0138085871881197e+27 2.038922897298478e+31 nan nan nan nan 1.0705818680706544e+27 21237.762303029973 3.0008734180768342e+26 1.786422685697034e+30 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
TWA13B 11.6 7.460000038146973 0.027000000700354576 11.960000038146973 0.0 -2.37381468063 0.0233263061131 3.28340330651 0.000235526987239 3.06186214401e-05 3.01875140935e-06 0.516324231201 3.11319393079e-05 -4.51401436669 0.0427889320302 6e-15 1.3e-15 nan nan nan nan 1.58e-14 2.2e-15 nan nan 2.67e-15 6.7e-16 nan nan nan nan nan nan nan 59.98 0.94 3580.0 0.0 0.0 0.0 0.0 0.0 0.0 4 3 3 2.441274117233407e+27 45387.106456723086 5.289427254005717e+26 5.201555620574083e+30 nan nan nan nan nan nan nan nan 6.428688508714639e+27 119519.38033603746 8.951338429855827e+26 1.4896762842354174e+31 nan nan nan nan 1.0863669821688663e+27 20197.262373241778 2.7260894309106385e+26 1.3816439751927253e+30 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
TWA7 11.4 6.89900016784668 0.027000000700354576 10.90999984741211 0.07000000029802322 -6.50284881863 0.0144309253681 4.55247085922 0.000298373813079 7.44230466837e-05 1.4550829044e-06 0.658247174517 2.84448245537e-05 -4.12829255508 0.00848535512382 1.42e-14 2.6e-15 nan nan nan nan 3.02e-14 3.8e-15 nan nan 5.6e-15 1.2e-15 nan nan nan nan nan nan nan 34.03 0.59 nan 0.0 0.0 0.0 0.0 0.0 0.0 33 32 32 1.859793031179017e+27 87767.2012216138 3.405254845820736e+26 5.472261879482128e+30 nan nan nan nan nan nan nan nan 3.955334474761008e+27 186659.8223163899 4.976910928507229e+26 1.1689269458538748e+31 nan nan nan nan 7.334395052536968e+26 34612.41738317164 1.571656082686493e+26 1.1656889210731158e+30 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
LHS2065 7.0 9.942000389099121 0.024000000208616257 18.958999633789062 0.17599999904632568 -15.0804742826 0.23598242732 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan 2.7e-17 2.2e-17 nan nan 1.3e-17 1.5e-17 nan nan 7.1e-16 6e-17 nan nan nan 8.67 0.11 nan 0.0 0.0 0.0 0.0 0.0 0.0 3 0 0 nan nan nan nan nan nan nan nan nan nan nan nan 2.2953786222590987e+23 311.63097539823707 1.8703085070259324e+23 4.749116079808318e+25 nan nan nan nan 1.1051822996062326e+23 150.04454371026227 1.2752103456994994e+23 2.2077502437125446e+25 nan nan nan nan 6.035995636310962e+24 8194.740464175862 5.1008413827979976e+23 3.5324003899400714e+26 nan nan nan nan nan nan 0.0 0.0
LHS3003 1.0 8.928000450134277 0.027000000700354576 17.141000747680664 0.035999998450279236 -4.98319667825 0.16185338654 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan 6.9e-17 4e-17 nan nan 1.6e-17 2.3e-17 nan nan nan nan nan nan nan 7.06 0.12 nan 0.0 0.0 0.0 0.0 0.0 0.0 5 0 0 nan nan nan nan nan nan nan nan nan nan nan nan 3.8896530636975495e+23 443.7312661018628 2.254871341273942e+23 5.8003299429582145e+25 nan nan nan nan 9.019485365095768e+22 102.89420663231603 1.2965510212325166e+23 1.9177340873905596e+25 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
GJ285 26.53 5.697999954223633 0.017000000923871994 11.225000381469727 0.0 1.45323311247 0.00874797361123 0.361861831842 4.23814427234e-05 -1.3699643666e-07 2.65516374578e-07 -0.441457222624 5.08303018539e-05 0.0 -0.841146743492 nan nan nan nan nan nan nan nan 1.1e-12 1.42e-15 nan nan nan nan nan nan nan nan nan 5.99 0.36 3200.0 -9.34000015258789 0.02500000037252903 -4.078000068664551 0.8370000123977661 22.06800079345703 2.1730000972747803 93 23 20 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 4.463738079374659e+27 565803.1469278932 5.762280066101832e+24 4.208771815209095e+27 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
GJ752B 29.0 8.765000343322754 0.02199999988079071 17.299999237060547 0.0 -5.03424640023 0.136920570766 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.8e-15 1e-16 nan nan nan 5.92 0.107 2700.0 nan nan 0.0 0.0 0.0 0.0 4 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.1098232487696748e+25 15924.210859533294 3.963654459891695e+23 2.2542167640587462e+26 nan nan nan nan nan nan 0.0 0.0
GJ644C 15.39 8.815999984741211 0.023000000044703484 16.916000366210938 0.05700000002980232 -4.7667808213 0.131802158504 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.4e-15 1e-16 nan nan nan 6.5 0.111 2730.0 nan nan 0.0 0.0 0.0 0.0 7 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 6.689707396554105e+24 8919.34210136479 4.778362426110075e+23 3.0442749401987993e+26 nan nan nan nan nan nan 0.0 0.0
GJ3053 1.18 8.821000099182129 0.024000000208616257 14.149999618530273 0.05999999865889549 0.149334742915 0.00662379963377 0.736586349465 0.156431283802 2.20816409421e-06 8.33519442846e-07 -0.132776333821 0.0921700181104 -5.65596865623 0.163822715506 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 4.72e-16 4.41e-17 nan nan nan 12.47 nan nan nan nan 0.0 0.0 0.0 0.0 100 66 66 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 8.300940082251686e+24 nan 7.75575122091736e+23 nan nan nan nan nan nan nan 0.0 0.0
TRAPPIST-1 -54.0 10.295999526977539 0.023000000044703484 18.79800033569336 0.0820000022649765 -3.23675593598 0.402068746352 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0 0.0 0.0 0.0 0.0 3 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
GJ676A -39.08 5.824999809265137 0.028999999165534973 9.585000038146973 0.0 0.421662424505 0.00346855176892 0.696236386623 0.0013217093759 9.68743377191e-06 1.72290667138e-07 -0.157243283412 0.000823889529706 -5.01379125353 0.00771867465611 6.74e-16 2.83e-17 nan nan 8.91e-16 6.56e-17 7.48e-15 1.38e-16 nan nan nan nan nan nan nan nan 5.48e-15 7.15e-17 nan 16.03 0.308 3730.0 0.0 0.0 -4.751999855041504 0.17399999499320984 1.5390000343322754 0.12800000607967377 58 58 58 1.958751376638047e+25 3391.9507550166563 8.224430854429783e+23 1.171337186690372e+26 nan nan nan nan 2.589387947454748e+25 4484.017986231219 1.906440509012699e+24 6.293855080867383e+26 2.1738071657644795e+26 37643.607785644796 4.0104998512767146e+24 2.7852695605303406e+27 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.592575303260608e+26 27578.472014082017 2.0779039084513413e+24 7.476892622779477e+26 nan nan 0.0 0.0
GJ15A 11.62 4.019999980926514 0.0 8.130000114440918 0.009999999776482582 0.183 0.024 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 3.56 0.455 3470.0 0.18299999833106995 0.024000000208616257 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
GJ649 4.38 5.624000072479248 0.01600000075995922 9.654999732971191 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.08e-15 3.02e-17 nan nan 6.84e-16 4.31e-17 4.4e-15 7.28e-17 nan nan nan nan nan nan nan nan 2.59e-15 3.47e-17 nan 10.38 0.545 3590.0 nan nan 0.0 0.0 0.0 0.0 0 0 0 1.3160452922851512e+25 727.8627403078947 3.6800525765751456e+23 7.49008418670982e+24 nan nan nan nan 8.33495351780596e+24 460.9797355283334 5.25199556458241e+23 1.5255531869297432e+25 5.361666005606171e+25 2965.366719772904 8.871120118366575e+23 4.352467849665822e+25 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 3.156071580572724e+25 1745.5226827754143 4.228404781693959e+23 9.888530621875606e+24 nan nan 0.0 0.0
GJ163 58.1 7.135000228881836 0.020999999716877937 11.810999870300293 0.0 0.162782700669 0.00373403840723 0.524661168794 0.00576003052707 2.42091016298e-06 1.13705459011e-07 -0.280121077602 0.00476470033888 -5.6160213264 0.0203841389761 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 15.14 0.39 3225.0 0.0 0.0 -5.480000019073486 0.10599999874830246 0.703000009059906 0.13500000536441803 175 169 169 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
GJ849 -15.26 5.593999862670898 0.017000000923871994 10.366000175476074 0.0 0.229017204487 0.00817762835385 0.625062111927 0.00196267917518 3.05835941184e-06 2.03648281131e-07 -0.204076825013 0.0013627489905 -5.51451147857 0.0288989429001 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 8.8 nan 3600.0 0.0 0.0 -5.296000003814697 0.04899999871850014 0.9679999947547913 0.06599999964237213 30 30 30 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
GJ674 -2.73 4.855000019073486 0.017999999225139618 9.406999588012695 0.0 -0.236940363012 0.00288240701305 0.775571797947 0.000485694542999 5.20028454552e-06 9.86623216102e-08 -0.110377991521 0.000271788417552 -5.28397289229 0.00823405857968 2.77e-14 4.46e-16 nan nan 3.69e-15 1.56e-16 2.7e-14 4.98e-16 nan nan nan nan nan nan nan nan 2.14e-14 2.02e-16 nan 4.55 0.34 3260.0 0.0 0.0 -4.885000228881836 0.2800000011920929 1.6330000162124634 0.2939999997615814 182 182 182 6.485671320959204e+25 9216.557958734655 1.0442633246020958e+24 1.5496509029233813e+26 nan nan nan nan 8.639757102649625e+24 1227.7653020841472 3.652580238518541e+23 1.8958909476132338e+25 6.3217734897436284e+25 8983.648551835224 1.1660159992193804e+24 1.932069931672717e+26 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.010590840019024e+25 7120.373296639769 4.7296231293637524e+23 3.178827014563215e+25 nan nan 0.0 0.0
GJ699 -110.51 4.52400016784668 0.019999999552965164 9.51099967956543 0.0 0.0624353135944 0.0061999004147 0.64520928131 0.00210530033458 2.33159848635e-06 1.36189976393e-07 -0.190299393929 0.00141613019477 -5.63234623529 0.0253501836189 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.83 0.18 3300.0 0.07400000095367432 0.014000000432133675 -5.690999984741211 0.20399999618530273 0.6869999766349792 0.3659999966621399 71 70 70 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
L980-5 0.0 8.093000411987305 0.026000000536441803 12.949999809265137 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 13.39 0.245 3350.0 nan nan 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
LP756-18 912.541 8.914999961853027 0.020999999716877937 14.630000114440918 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 12.46 0.161 3200.0 nan nan 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
LHS2686 -10.0 8.687000274658203 0.01600000075995922 14.59000015258789 0.029999999329447746 -4.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 12.19 0.188 3220.0 -5.6579999923706055 0.0560000017285347 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
GJ729 -10.5 5.369999885559082 0.01600000075995922 10.494999885559082 0.0 -2.3720187396 0.00627909744916 2.64494903409 0.00910264013064 1.36580754483e-05 5.30401020281e-07 0.422417307968 0.00149361888104 -4.86461049253 0.0168540614432 1.57e-14 8.85e-16 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.98 0.195 3240.0 nan nan -4.427999973297119 1.059999942779541 7.2779998779296875 1.9730000495910645 77 76 76 1.5768288381410606e+25 6812.193695711484 8.888493769139101e+23 3.4131767502148206e+26 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
K2-3 32.6 8.560999870300293 0.023000000044703484 12.170000076293945 0.009999999776482582 0.457148412728 0.00179050992212 0.465768212526 0.00994953217622 5.98168572323e-06 2.56912168359e-07 -0.331830154264 0.00927091383301 -5.22317640847 0.0186402105071 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 44.13 nan nan 0.0 0.0 0.0 0.0 0.0 0.0 136 134 131 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
Ross1044 -174.0 8.425999641418457 0.027000000700354576 12.062999725341797 0.009999999776482582 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 21.3 0.329 3755.0 nan nan 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
Ross825 nan 8.989999771118164 0.0 11.920000076293945 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 98.38 nan 4865.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
GJ273 18.22 4.85699987411499 0.023000000044703484 9.871999740600586 0.0 0.0276585340628 0.00391894015364 0.608135942143 0.000763924227674 2.04147147031e-06 7.39141558517e-08 -0.21599932809 0.000545179279558 -5.69005668499 0.0157135400157 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 3.8 nan nan 0.09099999815225601 0.013000000268220901 -5.573999881744385 0.06499999761581421 0.7649999856948853 0.10999999940395355 199 197 197 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
GJ860A 0.0 0.0 0.0 11.40999984741211 0.05000000074505806 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 4.04 nan nan 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
GJ205 8.67 3.9000000953674316 0.0 7.9679999351501465 0.0 0.26308448047 0.00287598838127 0.84472349893 0.00012829322517 9.60733755034e-06 1.43461426509e-07 -0.0732854242338 6.59141835104e-05 -5.01739695025 0.00648069860963 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.7 nan nan 0.0 0.0 -4.598999977111816 0.2549999952316284 2.049999952316284 0.18400000035762787 102 102 102 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
GJ588 15.5 4.758999824523926 0.024000000208616257 9.310999870300293 0.0 0.150295622111 0.0041576225148 0.604761837201 0.000921769631893 3.04116278388e-06 1.12806676755e-07 -0.218415622295 0.000661496800283 -5.51696033282 0.0160984798219 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.92 nan nan 0.0 0.0 -5.177999973297119 0.08299999684095383 1.0010000467300415 0.09099999815225601 89 87 87 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
GJ338A 11.14 3.990000009536743 0.0 7.630000114440918 0.009999999776482582 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 6.33 nan nan nan nan 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
GJ644A 14.89 4.4029998779296875 0.035999998450279236 9.02299976348877 0.0 -1.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 6.2 nan nan 0.0 0.0 -4.73799991607666 0.0 3.2019999027252197 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
GJ411 nan 3.3399999141693115 0.05000000074505806 7.519999980926514 0.008999999612569809 0.0 0.0 0.434043273473 0.000133000167765 2.94359914324e-06 5.51290871239e-07 -0.362466969811 0.000132986907845 -5.53112133215 0.0812815286576 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.55 nan nan 0.0 0.0 0.0 0.0 0.0 0.0 0 2 2 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
2MASSJ04483062+1623187 0.0 8.543000221252441 0.017000000923871994 12.427000045776367 0.019999999552965164 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 48.18 nan nan 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
2MASSJ04235911+1643178 0.0 8.560999870300293 0.017999999225139618 12.513999938964844 0.009999999776482582 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 46.06 nan nan 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
2MASSJ04251456+1858250 0.0 8.706000328063965 0.017999999225139618 12.727999687194824 0.019999999552965164 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 52.95 nan nan 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
