07375598+2816447 07 37 56.040 +28 16 44.058 0.261 0.279 5.201                                                                                     1  -1.000       1995AJ....110.1838R 0 0
07392304+0211012 07 39 23.029 +02 11 01.164 0.643 0.648 6.858                                              0.384       2002AJ....123.3356G -0.019 0   0.384       2002AJ....123.3356G 0 0
07431174+1810433 07 43 11.735 +18 10 42.460 0.681 0.686                                                    0.090 0.050 2014MNRAS.443.2561G        0   0.090 0.050 2014MNRAS.443.2561G 0 0
07444018+0333089 07 44 40.154 +03 33 09.037 0.308 0.324 2.853   2.8000 1998ARep...42..655A  -9.340 0.025  -8.383       2002AJ....123.3356G  2.448 0  -8.383       2002AJ....123.3356G 1 0
07450118+0208146 07 45 01.179 +02 08 14.502 0.748 0.752 7.427                                                                                     1  -1.000       1995AJ....110.1838R 0 0
07464256+2000321 07 46 42.510 +20 00 32.002 0.077 0.105 0.285                                                                                     0  -1.200       2002AJ....124..519R 1 1
07481617+2022073 07 48 16.402 +20 22 05.282 0.355 0.369 5.510                                              0.038       2002AJ....123.3356G  0.094 0   0.038       2002AJ....123.3356G 0 0
07515138+0532572 07 51 51.385 +05 32 57.365 0.141 0.165 2.898                                                                                     1  -1.000       1995AJ....110.1838R 0 0
07555396+8323049 07 55 53.952 +83 23 05.011 0.229 0.248 3.544   1.1070 2016ApJ...821...93N  -4.687 0.059  -4.033       2002AJ....123.3356G  1.488 0  -4.033       2002AJ....123.3356G 1 0
07581269+4118134 07 58 12.700 +41 18 13.411 0.239 0.257 3.721                                             -0.003 0.034 2002AJ....123.3356G  0.065 0  -0.003 0.034 2002AJ....123.3356G 0 0
08031949+5250387 08 03 19.539 +52 50 38.031 0.706 0.711 5.402                                              0.011 0.090 2014MNRAS.443.2561G  0.233 0   0.011 0.090 2014MNRAS.443.2561G 0 1
08054209+3404396 08 05 42.137 +34 04 39.294 0.749 0.753                                                    0.436       2002AJ....123.3356G        0   0.436       2002AJ....123.3356G 0 0
08063646+5553384 08 06 36.481 +55 53 38.331 0.692 0.697                                                    0.051 0.120 2014MNRAS.443.2561G        0   0.051 0.120 2014MNRAS.443.2561G 0 0
08081317+2106182 08 08 13.178 +21 06 18.260 0.659 0.664                                                    0.345       2002AJ....123.3356G        0   0.345       2002AJ....123.3356G 0 0
08081359+2106094 08 08 13.590 +21 06 09.391 0.565 0.573                                                   -2.255       2002AJ....123.3356G        0  -2.255       2002AJ....123.3356G 1 0
08085544+3249050 08 08 55.435 +32 49 04.768 0.543 0.550         3.4000 2010ApJ...716.1522S                                                        0  -4.700       1995AJ....110.1838R 1 0
08085639+3249118 08 08 56.383 +32 49 11.369 0.708 0.713         3.3708 2011AJ....141..166H                -1.857 0.090 2014MNRAS.443.2561G        0  -1.857 0.090 2014MNRAS.443.2561G 1 0
08093099+2154173 08 09 30.953 +21 54 17.304 0.492 0.501 5.190                                             -0.078 0.090 2014MNRAS.443.2561G  0.169 0  -0.078 0.090 2014MNRAS.443.2561G 0 0
08115757+0846220 08 11 57.566 +08 46 22.855 0.138 0.162 3.823                                0.089 0.032   0.040 0.077 2002AJ....123.3356G  0.024 0   0.040 0.077 2002AJ....123.3356G 0 1
08160798+0118091 08 16 07.986 +01 18 09.224 0.454 0.465 5.223                                              0.108 0.025 2002AJ....123.3356G  0.066 0   0.108 0.025 2002AJ....123.3356G 0 0
08205533+1404170 08 20 55.326 +14 04 16.780 0.728 0.732 7.543                                                                                     1  -1.000       1995AJ....110.1838R 0 0
08255285+6902016 08 25 52.746 +69 02 00.627 0.115 0.141 1.870                               -0.462 0.054  -0.462 0.054 ThisWork             0.101 0  -0.462 0.054 ThisWork            0 0
08281269+2008228 08 28 12.649 +20 08 21.667 0.301 0.317 4.832                                                                                     1  -1.000       1995AJ....110.1838R 0 0
08282213+3500591 08 28 22.137 +35 00 59.149 0.577 0.584 5.544                                              0.041 0.080 2014MNRAS.443.2561G  0.141 0   0.041 0.080 2014MNRAS.443.2561G 0 1
08294949+2646348 08 29 49.346 +26 46 33.732 0.093 0.120 1.135   0.4590 2016ApJ...821...93N  -5.692 0.057  -6.753 5.121 2002AJ....123.3356G  0.772 0  -6.753 5.121 2002AJ....123.3356G 1 0
08295624+6143333 08 29 56.318 +61 43 32.582 0.589 0.595 6.458                                              0.170 0.080 2014MNRAS.443.2561G  0.087 0   0.170 0.080 2014MNRAS.443.2561G 0 0
08313011+7303459 08 31 30.086 +73 03 45.787 0.265 0.283 3.860                                             -0.029 0.200 2014MNRAS.443.2561G  0.082 0  -0.029 0.200 2014MNRAS.443.2561G 0 0
08313744+1923494 08 31 37.429 +19 23 49.300 0.334 0.348                                                   -4.416 0.671 2002AJ....123.3356G        0  -4.416 0.671 2002AJ....123.3356G 1 1
08313759+1923395 08 31 37.580 +19 23 39.399 0.582 0.589                                                   -4.717       2002AJ....123.3356G        0  -4.717       2002AJ....123.3356G 1 1
08354915+6804096 08 35 49.072 +68 04 09.397 0.369 0.382 4.425                                             -0.076       2002AJ....123.3356G  0.128 0  -0.076       2002AJ....123.3356G 0 0
08362561+6717419 08 36 25.484 +67 17 42.346 0.679 0.684 6.229                                              0.304       2002AJ....123.3356G  0.060 0   0.304       2002AJ....123.3356G 0 1
08370799+1507475 08 37 07.975 +15 07 45.666 0.461 0.471 4.867                                              0.090 0.100 2014MNRAS.443.2561G  0.071 0   0.090 0.100 2014MNRAS.443.2561G 0 0
08402975+1824091 08 40 29.688 +18 24 08.543 0.098 0.125 1.012  32.6800 2016ApJ...821...93N                                                        0 -22.680       2009ApJ...699..649S 1 0
08410385+6739388 08 41 03.749 +67 39 38.522 0.215 0.235 3.498                                                                                     1  -1.000       1995AJ....110.1838R 0 0
08412013+5929505 08 41 20.140 +59 29 50.531 0.117 0.142 2.217                                             -0.548 0.395 2002AJ....123.3356G  0.139 0  -0.548 0.395 2002AJ....123.3356G 0 0
08424455+0933240 08 42 44.530 +09 33 24.557 0.679 0.684 6.238                                              0.308       2002AJ....123.3356G  0.058 0   0.308       2002AJ....123.3356G 0 1
08425223+0933111 08 42 52.231 +09 33 11.356 0.373 0.386 4.773                                              0.081 0.110 2014MNRAS.443.2561G  0.063 0   0.081 0.110 2014MNRAS.443.2561G 0 0
08431920+4429424 08 43 19.210 +44 29 42.361 0.214 0.234                                                                                           1  -1.000       1995AJ....110.1838R 0 0
08514386+1807299 08 51 43.789 +18 07 29.809 0.409 0.421 5.854                                              0.140 0.070 2014MNRAS.443.2561G  0.048 0   0.140 0.070 2014MNRAS.443.2561G 0 0
08524084+2818589 08 52 40.855 +28 18 58.955 0.255 0.273 2.893                               -0.032 0.020  -0.002       2002AJ....123.3356G  0.052 0  -0.002       2002AJ....123.3356G 0 1
08543572+6345297 08 54 35.717 +63 45 29.826 0.643 0.648 6.662                                              0.150 0.090 2014MNRAS.443.2561G  0.137 0   0.150 0.090 2014MNRAS.443.2561G 0 0
08550761+0132472 08 55 07.620 +01 32 47.293 0.682 0.687 6.816                                              0.355       2002AJ....123.3356G  0.035 0   0.355       2002AJ....123.3356G 0 0
08552479+7047389 08 55 24.850 +70 47 39.144 0.798 0.802                                                    0.317       2002AJ....123.3356G        0   0.317       2002AJ....123.3356G 0 0
08570468+1138490 08 57 04.682 +11 38 49.097 0.583 0.590 5.482                                              0.072       2002AJ....123.3356G  0.125 0   0.072       2002AJ....123.3356G 0 1
08581267+1943486 08 58 12.639 +19 43 48.730 0.226 0.245 3.934 130.4000 2016ApJ...821...93N  -0.043 0.056  -0.043 0.056 ThisWork             0.082 0  -0.043 0.056 ThisWork            0 0
08581519+1945470 08 58 15.128 +19 45 46.920 0.150 0.174 1.570                               -5.719 0.044  -6.432 1.624 2002AJ....123.3356G  1.027 0  -6.432 1.624 2002AJ....123.3356G 1 1
08595604+7257364 08 59 56.198 +72 57 36.367 0.149 0.173 3.510                                0.149 0.071   0.149 0.071 ThisWork            -0.013 0   0.149 0.071 ThisWork            0 1
09003254+4635117 09 00 32.459 +46 35 10.820 0.194 0.215 2.903                                             -1.355 0.131 2002AJ....123.3356G  0.436 0  -1.355 0.131 2002AJ....123.3356G 1 0
09004853+0514413 09 00 48.534 +05 14 41.274 0.408 0.420 4.194                                              0.120 0.080 2014MNRAS.443.2561G  0.043 0   0.120 0.080 2014MNRAS.443.2561G 0 0
09005033+0514293 09 00 50.322 +05 14 29.311 0.371 0.384 4.496                                              0.299 0.090 2014MNRAS.443.2561G -0.039 0   0.299 0.090 2014MNRAS.443.2561G 0 0
09005208+4825248 09 00 52.082 +48 25 24.701 0.177 0.199 4.138                                                                                     1  -1.000       1995AJ....110.1838R 0 0
09011748+1515523 09 01 17.466 +15 15 51.832 0.647 0.653                                                    0.367       2002AJ....123.3356G        0   0.367       2002AJ....123.3356G 0 0
09011750+1515574 09 01 17.480 +15 15 56.989 0.670 0.676                                                    0.406       2002AJ....123.3356G        0   0.406       2002AJ....123.3356G 0 0
09021988+0828064 09 02 19.868 +08 28 06.351 0.475 0.485 5.026                                              0.011 0.140 2014MNRAS.443.2561G  0.116 0   0.011 0.140 2014MNRAS.443.2561G 0 0
09025284+6803464 09 02 52.871 +68 03 46.707 0.236 0.255 3.733                                              0.041 0.055 2002AJ....123.3356G  0.048 0   0.041 0.055 2002AJ....123.3356G 0 0
09092391+4006059 09 09 23.825 +40 06 04.944 0.196 0.217 3.709                                                                                     1  -1.000       1995AJ....110.1838R 0 0
09093060+3249091 09 09 30.604 +32 49 09.512 0.716 0.721 5.750                                              0.297       2002AJ....123.3356G  0.093 0   0.297       2002AJ....123.3356G 0 1
09113085+4637013 09 11 30.802 +46 37 01.378 0.634 0.640                                                    0.210 0.070 2014MNRAS.443.2561G        0   0.210 0.070 2014MNRAS.443.2561G 0 0
09142298+5241125 09 14 22.771 +52 41 11.834 0.618 0.624                                                    0.299 0.065 2002AJ....123.3356G        0   0.299 0.065 2002AJ....123.3356G 0 0
09163011+8410598 09 16 30.188 +84 10 59.723 0.510 0.519 5.321                                             -0.128 0.120 2014MNRAS.443.2561G  0.204 0  -0.128 0.120 2014MNRAS.443.2561G 0 0
09173071+7714405 09 17 30.500 +77 14 40.643 0.749 0.753 6.595                                              0.170 0.090 2014MNRAS.443.2561G  0.230 0   0.170 0.090 2014MNRAS.443.2561G 0 0
09174599+5825224 09 17 45.997 +58 25 21.416 0.128 0.153 2.645                               -0.019 0.058  -0.019 0.058 ThisWork             0.030 0  -0.019 0.058 ThisWork            0 0
09191895+3831159 09 19 18.954 +38 31 15.955 0.218 0.238 3.573                                                                                     0  -4.190       1995AJ....110.1838R 1 1
09191904+3831233 09 19 19.050 +38 31 23.380 0.209 0.229 3.733                                                                                     0  -5.750       1995AJ....110.1838R 1 1
09192291+6203170 09 19 22.873 +62 03 16.749 0.737 0.741 5.755                                             -2.344 0.150 2014MNRAS.443.2561G  1.633 0  -2.344 0.150 2014MNRAS.443.2561G 1 0
09202188+2643434 09 20 21.933 +26 43 42.945 0.114 0.140 3.608                               -0.051 0.039  -0.051 0.039 ThisWork             0.047 0  -0.051 0.039 ThisWork            0 0
09205794+0322064 09 20 57.947 +03 22 06.514 0.259 0.277 4.506 106.4000 2016ApJ...821...93N   0.142 0.027   0.142 0.027 ThisWork             0.017 0   0.142 0.027 ThisWork            0 0
09235256+0008178 09 23 52.571 +00 08 18.130 0.557 0.564                                                    0.090 0.070 2014MNRAS.443.2561G        0   0.090 0.070 2014MNRAS.443.2561G 0 0
09253547+1840164 09 25 35.497 +18 40 16.750 0.450 0.460                                                                                           1  -1.000       1995AJ....110.1838R 0 0
09273057+5039128 09 27 30.552 +50 39 12.734 0.631 0.637 5.191                                             -0.386 0.170 2014MNRAS.443.2561G  0.379 0  -0.386 0.170 2014MNRAS.443.2561G 0 0
09304457+0019214 09 30 44.578 +00 19 21.477 0.333 0.348 4.074                                              0.078 0.061 2002AJ....123.3356G  0.051 0   0.078 0.061 2002AJ....123.3356G 0 0
09313301+2016581 09 31 33.023 +20 16 56.504 0.319 0.334 5.228                                              0.100 0.200 2014MNRAS.443.2561G  0.052 0   0.100 0.200 2014MNRAS.443.2561G 0 0
09315632+3619129 09 31 56.331 +36 19 12.911 0.530 0.538 5.713                                              0.146 0.025 2002AJ....123.3356G  0.069 0   0.146 0.025 2002AJ....123.3356G 0 0
09324827+2659443 09 32 48.255 +26 59 43.932 0.156 0.179 2.162                                             -6.096 0.600 2015A&A...577A.128A  1.343 0  -6.096 0.600 2015A&A...577A.128A 1 0
09392431+3145172 09 39 24.297 +31 45 17.112 0.491 0.500                                                   -0.178 0.100 2014MNRAS.443.2561G        0  -0.178 0.100 2014MNRAS.443.2561G 0 0
09410199+2201291 09 41 02.052 +22 01 28.192 0.150 0.173 3.249                                                                                     1  -1.000       1995AJ....110.1838R 0 0
09411033+1312344 09 41 10.358 +13 12 34.351 0.473 0.482 5.324                                              0.099       2002AJ....123.3356G  0.075 0   0.099       2002AJ....123.3356G 0 0
09422327+5559015 09 42 23.197 +55 59 01.136 0.381 0.393 3.775  72.5900 2016ApJ...821...93N   0.086 0.035   0.049       2002AJ....123.3356G  0.063 0   0.049       2002AJ....123.3356G 0 0
09423493+7002024 09 42 34.858 +70 02 02.011 0.521 0.530 4.640                                             -0.205       2002AJ....123.3356G  0.217 0  -0.205       2002AJ....123.3356G 0 0
09425182+7002221 09 42 51.772 +70 02 21.812 0.412 0.423 4.311                                             -1.301 0.205 2002AJ....123.3356G  0.657 0  -1.301 0.205 2002AJ....123.3356G 1 0
09435563+2658085 09 43 55.604 +26 58 08.432 0.366 0.379 4.063                                              0.027       2002AJ....123.3356G  0.075 0   0.027       2002AJ....123.3356G 0 0
09464844+7602388 09 46 48.495 +76 02 38.157 0.531 0.539 5.743                                              0.158       2002AJ....123.3356G  0.062 0   0.158       2002AJ....123.3356G 0 0
09472241+2618128 09 47 22.405 +26 18 12.460 0.698 0.702                                                   -0.029 0.210 2014MNRAS.443.2561G        0  -0.029 0.210 2014MNRAS.443.2561G 0 0
09533353+5045038 09 53 33.530 +50 45 03.796 0.484 0.493 5.700                                             -0.088 0.180 2014MNRAS.443.2561G  0.190 0  -0.088 0.180 2014MNRAS.443.2561G 0 0
09560868+6247185 09 56 08.683 +62 47 18.382 0.637 0.642 6.129                                              0.195 0.010 2002AJ....123.3356G  0.094 0   0.195 0.010 2002AJ....123.3356G 0 0
10004442+3218350 10 00 44.280 +32 18 33.756 0.498 0.507 5.792                                              0.150 0.060 2014MNRAS.443.2561G  0.058 0   0.150 0.060 2014MNRAS.443.2561G 0 0
10022184+4805209 10 02 21.774 +48 05 19.496 0.597 0.604 5.565                                              0.247       2002AJ....123.3356G  0.036 0   0.247       2002AJ....123.3356G 0 0
10064386+4142534 10 06 43.827 +41 42 52.742 0.481 0.491 5.600  35.3818 2011AJ....141..166H                 0.090 0.120 2014MNRAS.443.2561G  0.086 0   0.090 0.120 2014MNRAS.443.2561G 0 0
10075949+6914458 10 07 59.347 +69 14 45.869 0.162 0.185 3.848                                                                                     1  -1.000       1995AJ....110.1838R 0 0
10092996+5117197 10 09 29.966 +51 17 19.798 0.182 0.203 4.061                                              0.002       2002AJ....123.3356G  0.055 0   0.002       2002AJ....123.3356G 0 0
10105871+7508284 10 10 58.550 +75 08 28.868 0.776 0.780                                                    0.263       2002AJ....123.3356G        0   0.263       2002AJ....123.3356G 0 0
10141918+2104297 10 14 19.177 +21 04 29.559 0.771 0.775 5.637   8.0500 1980IBVS.1898....1B                -1.055       2002AJ....123.3356G  0.913 0  -1.055       2002AJ....123.3356G 1 0
10151188+3932147 10 15 11.885 +39 32 14.886 0.698 0.703                                                    0.071 0.120 2014MNRAS.443.2561G        0   0.071 0.120 2014MNRAS.443.2561G 0 0
10193634+1952122 10 19 36.275 +19 52 12.016 0.420 0.431 4.561   2.2300 2009AIPC.1135..221E  -3.311 0.017  -3.549 0.174 2002AJ....123.3356G  1.721 0  -3.549 0.174 2002AJ....123.3356G 1 0
10282780+4814199 10 28 27.861 +48 14 19.910 0.339 0.353 3.837                                                                                     1  -1.000       1995AJ....110.1838R 0 0
10285555+0050275 10 28 55.555 +00 50 27.555 0.435 0.446 5.157                                              0.266 0.260 2002AJ....123.3356G -0.019 0   0.266 0.260 2002AJ....123.3356G 0 0
10302530+5559569 10 30 25.308 +55 59 56.827 0.691 0.696                                                    0.942 0.200 2015A&A...577A.128A        0   0.942 0.200 2015A&A...577A.128A 0 0
10312431+4531347 10 31 24.217 +45 31 33.683 0.743 0.747 7.448                                              0.384       2002AJ....123.3356G  0.091 0   0.384       2002AJ....123.3356G 0 0
10313075+5705179 10 31 30.762 +57 05 17.921 0.209 0.229 2.623                                                                                     0  -4.180       1995AJ....110.1838R 1 0
10314321+5706571 10 31 43.235 +57 06 57.135 0.674 0.679                                                    0.260       2002AJ....123.3356G        0   0.260       2002AJ....123.3356G 0 0
10320068+0830379 10 32 00.685 +08 30 37.956 0.748 0.752                                                    0.160 0.060 2014MNRAS.443.2561G        0   0.160 0.060 2014MNRAS.443.2561G 0 0
10352725+6926594 10 35 26.977 +69 26 58.935 0.312 0.328 4.112                                             -0.031       2002AJ....123.3356G  0.094 0  -0.031       2002AJ....123.3356G 0 0
10360120+0507128 10 36 01.217 +05 07 12.854 0.313 0.329 3.837                                             -4.522       2002AJ....123.3356G  1.811 0  -4.522       2002AJ....123.3356G 1 0
10413809+3736397 10 41 37.882 +37 36 39.232 0.206 0.227 3.195                                              0.045 0.024 2002AJ....123.3356G  0.035 0   0.045 0.024 2002AJ....123.3356G 0 0
10452148+3830422 10 45 21.487 +38 30 42.333 0.689 0.694                                                    0.193       2002AJ....123.3356G        0   0.193       2002AJ....123.3356G 0 1
10490338+0502227 10 49 03.387 +05 02 22.846 0.087 0.114 1.086                                                                                     1  -1.000       1995AJ....110.1838R 0 0
10494561+3532515 10 49 45.561 +35 32 50.399 0.191 0.212 3.227                                              0.016 0.047 2002AJ....123.3356G  0.041 0   0.016 0.047 2002AJ....123.3356G 0 1
10502599+3306051 10 50 26.003 +33 06 03.923 0.409 0.421 3.797                                             -0.009 0.140 2014MNRAS.443.2561G  0.088 0  -0.009 0.140 2014MNRAS.443.2561G 0 0
10505201+0648292 10 50 52.020 +06 48 29.416 0.254 0.272 3.501                                              0.028 0.224 2002AJ....123.3356G  0.052 0   0.028 0.224 2002AJ....123.3356G 0 0
10520440+1359509 10 52 04.253 +13 59 51.317 0.269 0.286 3.910                                0.070 0.025  -0.104       2002AJ....123.3356G  0.113 0  -0.104       2002AJ....123.3356G 0 0
10555021+5602135 10 55 50.210 +56 02 13.581 0.432 0.443                                                                                           1  -1.000       1995AJ....110.1838R 0 0
10562886+0700527 10 56 28.905 +07 00 53.206 0.102 0.128 0.913                                             -7.904 2.135 2002AJ....123.3356G  0.728 0  -7.904 2.135 2002AJ....123.3356G 1 0
10573819+6935478 10 57 38.100 +69 35 47.798 0.671 0.676 6.305                                              0.249 0.110 2014MNRAS.443.2561G  0.089 0   0.249 0.110 2014MNRAS.443.2561G 0 0
10590638+3015129 10 59 06.312 +30 15 12.356 0.181 0.203 2.627   4.0690 2016ApJ...821...93N                                                        0  -1.680       1995AJ....110.1838R 1 0
11000432+2249592 11 00 04.259 +22 49 58.588 0.379 0.392 4.555                                              0.054 0.045 2002AJ....123.3356G  0.073 0   0.054 0.045 2002AJ....123.3356G 0 0
11011965+0300171 11 01 19.642 +03 00 17.145 0.158 0.181 3.673                                                                                     1  -1.000       1995AJ....110.1838R 0 0
11021804+1630333 11 02 18.056 +16 30 33.554 0.596 0.602 5.893                                              0.021 0.170 2014MNRAS.443.2561G  0.171 0   0.021 0.170 2014MNRAS.443.2561G 0 0
11021931+1630296 11 02 19.308 +16 30 29.841 0.481 0.490 5.815                                              0.200 0.110 2014MNRAS.443.2561G  0.026 0   0.200 0.110 2014MNRAS.443.2561G 0 0
11023832+2158017 11 02 38.339 +21 58 01.720 0.583 0.589 6.032  14.8000 2000AJ....120.3265F                -0.246       2002AJ....123.3356G  0.329 0  -0.246       2002AJ....123.3356G 0 0
11041590+4000165 11 04 15.888 +40 00 16.769 0.672 0.677         8.9242 2011AJ....141..166H                 0.130 0.100 2014MNRAS.443.2561G        0   0.130 0.100 2014MNRAS.443.2561G 0 0
11052903+4331357 11 05 28.604 +43 31 36.279 0.385 0.398 5.452                                0.161 0.021   0.004 0.009 2002AJ....123.3356G  0.116 0   0.004 0.009 2002AJ....123.3356G 0 0
11053133+4331170 11 05 30.900 +43 31 18.128 0.095 0.121 1.923                               -6.859 0.090  -6.218 2.420 2002AJ....123.3356G  1.207 0  -6.218 2.420 2002AJ....123.3356G 1 1
11054316+1014093 11 05 43.152 +10 14 09.414 0.387 0.400 4.724                                              0.120 0.100 2014MNRAS.443.2561G  0.046 0   0.120 0.100 2014MNRAS.443.2561G 0 0
11110245+3026415 11 11 02.546 +30 26 41.074 0.577 0.584 5.173                                              0.176       2002AJ....123.3356G  0.062 0   0.176       2002AJ....123.3356G 0 0
11110509+3026459 11 11 05.173 +30 26 45.612 0.738 0.742 6.879                                              0.384       2002AJ....123.3356G  0.077 0   0.384       2002AJ....123.3356G 0 0
11111972+4325031 11 11 19.694 +43 25 02.932 0.571 0.578                                                   -0.019 0.110 2014MNRAS.443.2561G        0  -0.019 0.110 2014MNRAS.443.2561G 0 0
11115176+3332111 11 11 51.734 +33 32 11.329 0.306 0.322 4.197   7.7703 2011AJ....141..166H  -5.578 0.044  -4.324       2002AJ....123.3356G  1.897 0  -4.324       2002AJ....123.3356G 1 0
11131005+0014197 11 13 10.073 +00 14 19.918 0.740 0.744 6.750                                              0.273       2002AJ....123.3356G  0.154 0   0.273       2002AJ....123.3356G 0 0
11151105+7328360 11 15 10.930 +73 28 35.844 0.410 0.422                                                   -0.038       2002AJ....123.3356G        0  -0.038       2002AJ....123.3356G 0 0
11155403+5519506 11 15 54.040 +55 19 50.748 0.578 0.585                                                   -3.550       2002AJ....123.3356G        0  -3.550       2002AJ....123.3356G 1 0
11200526+6550470 11 20 04.830 +65 50 47.353 0.490 0.499 5.811 149.7000 2009AIPC.1135..221E                 0.185 0.025 2002AJ....123.3356G  0.036 0   0.185 0.025 2002AJ....123.3356G 0 1
11213847+0608256 11 21 38.488 +06 08 26.018 0.207 0.227 4.774                                                                                     1  -1.000       1995AJ....110.1838R 0 0
11230800+2553370 11 23 07.952 +25 53 36.841 0.131 0.156 2.627                                                                                     1  -1.000       1995AJ....110.1838R 0 0
11234456+0833483 11 23 44.585 +08 33 48.544 0.545 0.553 5.802                                              0.051 0.200 2014MNRAS.443.2561G  0.130 0   0.051 0.200 2014MNRAS.443.2561G 0 0
11251706+7816584 11 25 16.895 +78 16 58.367 0.393 0.406 4.983                                             -0.083       2002AJ....123.3356G  0.150 0  -0.083       2002AJ....123.3356G 0 0
11285624+1010395 11 28 56.251 +10 10 39.436 0.320 0.335 4.086                                0.149 0.044   0.041       2002AJ....123.3356G  0.065 0   0.041       2002AJ....123.3356G 0 0
11314339+2240016 11 31 43.394 +22 40 01.658 0.586 0.593 6.017                                              0.058       2002AJ....123.3356G  0.147 0   0.058       2002AJ....123.3356G 0 0
11364081+3911270 11 36 40.869 +39 11 26.365 0.719 0.723 6.741  23.1893 2011AJ....141..166H                                                        1  -1.000       1995AJ....110.1838R 0 0
11414471+4245072 11 41 44.629 +42 45 07.167 0.343 0.357 3.331  73.4987 2011AJ....141..166H                 0.022 0.031 2002AJ....123.3356G  0.061 0   0.022 0.031 2002AJ....123.3356G 0 0
11414849+5849389 11 41 48.438 +58 49 38.883 0.569 0.576 6.831                                              0.249 0.040 2014MNRAS.443.2561G  0.027 0   0.249 0.040 2014MNRAS.443.2561G 0 0
11421096+2642251 11 42 11.086 +26 42 23.739 0.440 0.450 4.498                                0.240 0.021   0.116       2002AJ....123.3356G  0.052 0   0.116       2002AJ....123.3356G 0 0
11421839+2301365 11 42 18.374 +23 01 36.588 0.598 0.604 6.742                                              0.140 0.060 2014MNRAS.443.2561G  0.116 0   0.140 0.060 2014MNRAS.443.2561G 0 0
11474143+7841283 11 47 41.398 +78 41 28.004 0.243 0.262 4.190                                             -0.024 0.040 2002AJ....123.3356G  0.083 0  -0.024 0.040 2002AJ....123.3356G 0 0
11474440+0048164 11 47 44.396 +00 48 16.577 0.171 0.193 3.222                                             -0.068       2002AJ....123.3356G  0.064 0  -0.068       2002AJ....123.3356G 0 0
11505787+4822395 11 50 57.721 +48 22 38.658 0.167 0.190 2.739                                0.034 0.041  -0.117 0.088 2002AJ....123.3356G  0.067 0  -0.117 0.088 2002AJ....123.3356G 0 0
11510737+3516188 11 51 07.333 +35 16 19.296 0.460 0.470                                                    0.010 0.154 2002AJ....123.3356G        0   0.010 0.154 2002AJ....123.3356G 0 0
11535267+0659561 11 53 52.675 +06 59 56.277 0.092 0.119 0.874                                                                                     0  -0.670       1995AJ....110.1838R 0 0
11545743+2844159 11 54 57.469 +28 44 15.414 0.723 0.727                                                    0.289 0.050 2014MNRAS.443.2561G        0   0.289 0.050 2014MNRAS.443.2561G 0 0
11550720+0058257 11 55 07.219 +00 58 25.470 0.602 0.608 5.218                                              0.170 0.060 2014MNRAS.443.2561G  0.076 0   0.170 0.060 2014MNRAS.443.2561G 0 0
11570995+3717387 11 57 09.946 +37 17 38.794 0.647 0.652 6.044  35.3752 2011AJ....141..166H   0.332 0.016   0.332 0.016 ThisWork             0.017 0   0.332 0.016 ThisWork            0 0
11573278+1149398 11 57 32.800 +11 49 39.863 0.515 0.524                                                    0.140 0.070 2014MNRAS.443.2561G        0   0.140 0.070 2014MNRAS.443.2561G 0 0
12004474+2050497 12 00 44.737 +20 50 49.862 0.465 0.475 5.606                                0.191 0.039   0.191 0.039 ThisWork             0.027 0   0.191 0.039 ThisWork            0 0
12021818+2835142 12 02 18.078 +28 35 14.175 0.242 0.261 5.068                                             -1.411       2002AJ....123.3356G  0.803 0  -1.411       2002AJ....123.3356G 1 1
12052974+6932227 12 05 29.685 +69 32 22.770 0.279 0.296 3.602  89.1300 2016ApJ...821...93N   0.133 0.032  -0.073       2002AJ....123.3356G  0.094 0  -0.073       2002AJ....123.3356G 0 0
12105688+4103275 12 10 56.889 +41 03 27.916 0.565 0.572                                                    0.190 0.040 2014MNRAS.443.2561G        0   0.190 0.040 2014MNRAS.443.2561G 0 0
12122084+5429086 12 12 20.853 +54 29 08.755 0.632 0.637                                                    0.320       2002AJ....123.3356G        0   0.320       2002AJ....123.3356G 0 1
12122112+5429231 12 12 21.142 +54 29 23.194 0.229 0.248                                                                                           1  -1.000       1995AJ....110.1838R 0 1
12122940+3940281 12 12 29.434 +39 40 27.859 0.685 0.690 5.524                                              0.140 0.070 2014MNRAS.443.2561G  0.149 0   0.140 0.070 2014MNRAS.443.2561G 0 1
12132044+1641396 12 13 20.450 +16 41 39.789 0.488 0.497 6.230                                              0.207       2002AJ....123.3356G  0.025 0   0.207       2002AJ....123.3356G 0 0
12141654+0037263 12 14 16.554 +00 37 26.430 0.180 0.201 2.356   1.5830 2016ApJ...821...93N  -5.218 0.032  -5.218 0.032 ThisWork             1.261 0  -5.218 0.032 ThisWork            1 1
12150885+4843574 12 15 08.849 +48 43 57.293 0.698 0.703                                                    0.202       2002AJ....123.3356G        0   0.202       2002AJ....123.3356G 0 0
12155833+0538250 12 15 58.325 +05 38 24.501 0.832 0.835 8.368                                                                                     0   0.710       2013AJ....145..102L 0 0
12165190+0258046 12 16 51.871 +02 58 04.929 0.319 0.334                                                                                           1  -1.000       1995AJ....110.1838R 0 0
12185939+1107338 12 18 59.412 +11 07 33.944 0.137 0.161 2.269   0.4910 2016ApJ...821...93N  -5.255 0.040  -6.190 1.903 2002AJ....123.3356G  1.428 0  -6.190 1.903 2002AJ....123.3356G 1 0
